catno,hhinc,hhsize,race,ethnicity,affluence,pres_child,age_head,educ_fem_head,census,buy,purchase
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,South,1,YES
Snacks,$70-99K,1-2  members,Other,Non-Hispanic,Getting By,No,45-49Y,Post College Grade,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,East,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,< 35Y,Post College Grade,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,35-44Y,Gradauted College,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Post College Grade,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,45-49Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,35-44Y,Some College,Central,1,YES
Snacks,$50-69K,3  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some College,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Post College Grade,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$100 plus,3  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,South,1,YES
Snacks,$100 plus,3  members,Other,Non-Hispanic,Getting By,Yes,35-44Y,Gradauted College,West,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,50-54Y,Some College,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,< 35Y,Gradauted College,Central,1,YES
Snacks,$100 plus,4 or more,Other,Non-Hispanic,Getting By,Yes,35-44Y,Gradauted College,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Hispanic,Getting By,No,55-64Y,Post College Grade,South,1,YES
Snacks,< 25K,4 or more,Other,Non-Hispanic,Doing Well,Yes,55-64Y,Some or High School,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,Central,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,35-44Y,Gradauted College,South,1,YES
Snacks,< 25K,3  members,Caucasian,Non-Hispanic,Doing Well,Yes,45-49Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,South,1,YES
Snacks,$100 plus,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,50-54Y,Post College Grade,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,50-54Y,Some College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,West,1,YES
Snacks,< 25K,4 or more,Other,Non-Hispanic,Doing Well,Yes,50-54Y,Gradauted College,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Gradauted College,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Post College Grade,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Gradauted College,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Gradauted College,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,South,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some College,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,Central,1,YES
Snacks,< 25K,1-2  members,Other,Hispanic,Doing Well,No,55-64Y,Gradauted College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some or High School,South,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,Central,1,YES
Snacks,$50-69K,4 or more,Caucasian,Non-Hispanic,Living Comfortably,Yes,35-44Y,Some or High School,West,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,Yes,55-64Y,Some College,Central,1,YES
Snacks,$50-69K,3  members,Other,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,< 25K,1-2  members,Other,Hispanic,Doing Well,No,55-64Y,Post College Grade,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some or High School,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Gradauted College,West,1,YES
Snacks,$50-69K,3  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Post College Grade,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,South,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some College,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Post College Grade,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,East,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,35-44Y,Gradauted College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Post College Grade,East,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,West,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,Central,1,YES
Snacks,$100 plus,1-2  members,Other,Non-Hispanic,Getting By,No,50-54Y,Gradauted College,East,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,50-54Y,Some College,Central,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,35-44Y,Gradauted College,East,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Getting By,No,65+Y,Gradauted College,West,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Hispanic,Getting By,No,50-54Y,Post College Grade,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,East,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,West,1,YES
Snacks,$25-49K,4 or more,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some College,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,35-44Y,Some College,East,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,35-44Y,Some College,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,Central,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Post College Grade,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,45-49Y,Some College,East,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,Central,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,50-54Y,Post College Grade,Central,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,Yes,50-54Y,Gradauted College,Central,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Gradauted College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,45-49Y,Gradauted College,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Gradauted College,South,1,YES
Snacks,$25-49K,4 or more,Caucasian,Non-Hispanic,Living Comfortably,No,45-49Y,Some College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Gradauted College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,Central,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,South,1,YES
Snacks,$100 plus,1-2  members,Other,Hispanic,Getting By,No,65+Y,Gradauted College,West,1,YES
Snacks,$100 plus,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,45-49Y,Some or High School,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,East,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Gradauted College,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Post College Grade,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,45-49Y,Some College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,45-49Y,Some College,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,East,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,Central,1,YES
Snacks,$50-69K,4 or more,Other,Hispanic,Getting By,No,55-64Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some College,Central,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,South,1,YES
Snacks,$100 plus,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,< 35Y,Gradauted College,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,East,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Hispanic,Getting By,No,55-64Y,Gradauted College,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,South,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,45-49Y,Some College,Central,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Living Comfortably,Yes,55-64Y,Some College,Central,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,West,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Living Comfortably,Yes,45-49Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,South,1,YES
Snacks,$50-69K,3  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some or High School,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,< 35Y,Post College Grade,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,West,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,Central,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Hispanic,Getting By,No,55-64Y,Some or High School,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Post College Grade,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Post College Grade,Central,1,YES
Snacks,$50-69K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,45-49Y,Some College,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,< 35Y,Some College,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,50-54Y,Some College,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,West,1,YES
Snacks,$25-49K,4 or more,Caucasian,Non-Hispanic,Living Comfortably,Yes,45-49Y,Gradauted College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some College,Central,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,West,1,YES
Snacks,$50-69K,3  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,35-44Y,Some or High School,East,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,East,1,YES
Snacks,< 25K,1-2  members,Other,Non-Hispanic,Doing Well,No,< 35Y,Gradauted College,West,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,35-44Y,Post College Grade,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,45-49Y,Gradauted College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,East,1,YES
Snacks,$50-69K,4 or more,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,West,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Some College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,Central,1,YES
Snacks,$50-69K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,35-44Y,Gradauted College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Post College Grade,East,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Post College Grade,South,1,YES
Snacks,$100 plus,3  members,Other,Non-Hispanic,Getting By,No,35-44Y,Gradauted College,South,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,35-44Y,Gradauted College,West,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some or High School,South,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,East,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,50-54Y,Gradauted College,Central,1,YES
Snacks,$50-69K,1-2  members,Other,Non-Hispanic,Getting By,No,50-54Y,Some College,South,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,West,1,YES
Snacks,$100 plus,4 or more,Other,Non-Hispanic,Getting By,Yes,35-44Y,Post College Grade,East,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some College,Central,1,YES
Snacks,$100 plus,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,45-49Y,Post College Grade,Central,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,< 35Y,Some or High School,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,$100 plus,3  members,Caucasian,Non-Hispanic,Getting By,Yes,35-44Y,Post College Grade,East,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some or High School,West,1,YES
Snacks,$70-99K,1-2  members,Other,Non-Hispanic,Getting By,No,50-54Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Other,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,35-44Y,Gradauted College,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,South,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Gradauted College,West,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some or High School,Central,1,YES
Snacks,$25-49K,1-2  members,Other,Hispanic,Living Comfortably,No,55-64Y,Some or High School,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some or High School,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,Central,1,YES
Snacks,$25-49K,4 or more,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Post College Grade,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,South,1,YES
Snacks,$70-99K,3  members,Caucasian,Non-Hispanic,Getting By,Yes,45-49Y,Some College,West,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,< 35Y,Gradauted College,West,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some College,West,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some or High School,West,1,YES
Snacks,$25-49K,1-2  members,Other,Non-Hispanic,Living Comfortably,No,65+Y,Some College,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Some College,South,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some College,West,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,East,1,YES
Snacks,$100 plus,1-2  members,Other,Hispanic,Getting By,No,35-44Y,Post College Grade,East,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Gradauted College,East,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Gradauted College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Some College,East,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,50-54Y,Some College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,65+Y,Some or High School,South,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,West,1,YES
Snacks,$100 plus,1-2  members,Other,Non-Hispanic,Getting By,No,35-44Y,Post College Grade,South,1,YES
Snacks,$100 plus,4 or more,Other,Non-Hispanic,Getting By,Yes,45-49Y,Post College Grade,Central,1,YES
Snacks,$25-49K,1-2  members,Other,Non-Hispanic,Doing Well,No,35-44Y,Post College Grade,West,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Post College Grade,West,1,YES
Snacks,$25-49K,3  members,Caucasian,Non-Hispanic,Doing Well,No,55-64Y,Some or High School,Central,1,YES
Snacks,$100 plus,1-2  members,Caucasian,Non-Hispanic,Getting By,No,55-64Y,Gradauted College,East,1,YES
Snacks,$70-99K,4 or more,Caucasian,Non-Hispanic,Getting By,Yes,65+Y,Some College,West,1,YES
Snacks,< 25K,4 or more,Other,Hispanic,Doing Well,Yes,35-44Y,Some College,Central,1,YES
Snacks,$50-69K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,West,1,YES
Snacks,$70-99K,1-2  members,Caucasian,Non-Hispanic,Getting By,No,65+Y,Some College,Central,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Gradauted College,South,1,YES
Snacks,$100 plus,1-2  members,Other,Hispanic,Getting By,No,35-44Y,Some or High School,Central,1,YES
Snacks,< 25K,1-2  members,Caucasian,Non-Hispanic,Doing Well,No,65+Y,Gradauted College,East,1,YES
Snacks,$25-49K,1-2  members,Caucasian,Non-Hispanic,Living Comfortably,No,55-64Y,Some or High School,East,1,YES
